ID,Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,Approx_Server_Power(Watts),Cooling_Unit_Power_Consumption(Watts),PUE
951,2025-02-09 14:00:00,90.21357637627,25.082643137339065,29.309425813540656,25.950414740499184,0.91,81.83409099736191,50.11935053137505,0.11,1.95,Maintain,2,1319.626989428121,910.0,1.689588805996126
952,2025-02-09 15:00:00,94.94796807100548,25.248498778498465,31.81868957168525,27.27372603097771,1.07,100.0,54.84905196744569,0.13,3.27,Increase Chiller,0,1377.8600072733673,1070.0,1.7765665556382695
953,2025-02-09 16:00:00,87.65430216326877,23.659680233525936,28.62348476715358,28.27402440304244,0.92,79.36826819366831,57.13751729040148,0.1,4.27,Boost All,3,1288.1479166082058,920.0,1.7142036936429101
954,2025-02-09 17:00:00,81.84073924359737,24.886723175615703,32.064191339387946,24.162158267782964,0.82,72.56965237442549,48.62552001775963,0.1,0.16,Increase Chiller,0,1216.6410926962476,820.0,1.6739867697405855
955,2025-02-09 18:00:00,64.6446709580458,20.84458745744808,26.630207774904584,20.135709882666465,0.68,56.74879679853839,44.229088501146535,0.06,3.86,Maintain,2,1005.1294527839632,680.0,1.6765297724751433
956,2025-02-09 19:00:00,70.50332512765515,23.488211095443987,28.08446667808754,28.124604494502776,0.91,78.44118461360559,56.3987607292836,0.1,4.12,Maintain,2,1077.1908990701584,910.0,1.8447899075136271
957,2025-02-09 20:00:00,47.321145670761176,19.38734397873272,24.609219570104525,26.932905084347578,0.71,51.80658648046257,58.46866857758751,0.1,2.93,Increase Chiller,0,792.0500917503625,710.0,1.8964079512079357
958,2025-02-09 21:00:00,46.41912364346912,17.496671772480095,25.01087852011495,24.76814430785816,0.64,51.489056581483226,46.50142161593305,0.05,0.77,Eco Mode,4,780.9552208146702,640.0,1.8195092150512424
959,2025-02-09 22:00:00,58.0010060719132,20.81445408308904,25.643785918555047,25.791211387796334,0.73,61.06345088293536,47.8456813971985,0.09,1.79,Maintain,2,923.4123746845324,730.0,1.7905460442301218
960,2025-02-09 23:00:00,60.79254315356387,21.06974061457542,29.23908160252079,26.20253531512087,0.72,56.154360085048886,55.06210387096586,0.1,2.2,Reduce AHU,1,957.7482807888356,720.0,1.7517632915059709
961,2025-02-10 00:00:00,50.64808855067661,20.615375028498093,25.552529754341343,21.62859583395242,0.66,52.36389297498438,47.8124348485616,0.09,2.37,Maintain,2,832.9714891733223,660.0,1.792344046078952
962,2025-02-10 01:00:00,83.35001068868067,21.37183361169847,24.449033724850526,25.281265604365483,0.86,73.86099322752641,54.17995528976992,0.13,1.28,Maintain,2,1235.2051314707721,860.0,1.6962406308788476
963,2025-02-10 02:00:00,70.70053947429611,21.4338333745374,27.52738663583372,24.67690837524082,0.77,65.7945954863155,48.70054263899294,0.11,0.68,Maintain,2,1079.616635533842,770.0,1.7132161312235201
964,2025-02-10 03:00:00,42.65267335762235,18.02593000967631,24.105427432866115,21.183730242226183,0.48,36.26842721174,38.1171819107427,0.07,2.82,Maintain,2,734.6278822987549,480.0,1.6533920254946108
965,2025-02-10 04:00:00,78.04214926018011,22.418632765648542,25.81251540219425,28.314135402692028,0.9,78.75910436395422,53.33546653141784,0.08,4.31,Reduce AHU,1,1169.9184359002154,900.0,1.7692843982815594
966,2025-02-10 05:00:00,28.66768145490498,15.0,16.28247468168939,25.098816445499704,0.45,21.706571430712277,54.72302895068083,0.05,1.1,Reduce AHU,1,562.6124818953313,450.0,1.7998400577321678
967,2025-02-10 06:00:00,59.717108041528455,23.194856487036567,32.183019321902044,25.98744473678356,0.79,67.9888027533795,49.56774505335224,0.07,1.99,Increase Chiller,0,944.5204289108,790.0,1.8364032961267027
968,2025-02-10 07:00:00,42.94116229372318,20.003247119983676,26.448347436357256,28.42438785859673,0.57,39.172739187658514,52.04491084973706,0.06,4.42,Reduce AHU,1,738.1762962127951,570.0,1.7721732639267587
969,2025-02-10 08:00:00,41.12940997172954,19.05953308948798,24.522010909629326,22.4037726661528,0.54,37.26855190932302,48.88165193063411,0.06,1.6,Maintain,2,715.8917426522733,540.0,1.754303992946447
970,2025-02-10 09:00:00,100.0,25.63630667112432,29.06653427968377,25.13345165926485,1.07,100.0,53.01456243794979,0.13,1.13,Maintain,2,1440.0,1070.0,1.7430555555555556
971,2025-02-10 10:00:00,53.26518704469408,19.075344250642928,22.307013279361303,22.88055589980758,0.62,47.18649908526095,49.1785918731858,0.06,1.12,Reduce AHU,1,865.1618006497372,620.0,1.7166289583455714
972,2025-02-10 11:00:00,73.71348395152505,21.492890774531425,27.648227941222203,25.52017851890514,0.86,77.40356822750869,47.72394877197628,0.09,1.52,Increase Chiller,0,1116.6758526037581,860.0,1.7701429183721795
973,2025-02-10 12:00:00,78.48413675306332,22.09035967213732,28.425334314751076,22.100974828943595,0.92,87.74597114200465,43.14558085461309,0.07,1.9,Reduce AHU,1,1175.3548820626788,920.0,1.7827423138664757
974,2025-02-10 13:00:00,82.75822698912597,25.473687199616304,27.288111562940166,26.78791647890733,0.89,75.53662692469517,58.09105067185726,0.07,2.79,Increase Chiller,0,1227.9261919662495,890.0,1.7247992638505933
975,2025-02-10 14:00:00,86.18912619040218,22.55143831719896,31.44800993134959,27.94763889180926,1.0,92.91041413811394,51.48507610641182,0.14,3.95,Increase Chiller,0,1270.1262521419467,1000.0,1.7873233060993705
976,2025-02-10 15:00:00,60.27125210260837,21.97952104126705,25.37188915614196,25.322912224017,0.78,67.43002746775934,48.60720883843985,0.07,1.32,Maintain,2,951.336400862083,780.0,1.8198992483554488
977,2025-02-10 16:00:00,77.63919880183715,23.45544897054578,31.754459355324517,24.269243897336978,0.89,78.79088192688356,52.082112860182086,0.09,0.27,Maintain,2,1164.962145262597,890.0,1.763973321896552
978,2025-02-10 17:00:00,70.07527211810397,23.2838864373984,27.23121375771066,25.869349311919805,0.81,71.45096835639997,46.91366016806289,0.07,1.87,Eco Mode,4,1071.9258470526788,810.0,1.755649285094805
979,2025-02-10 18:00:00,54.611816952406805,21.64488687091992,29.846125536233732,19.879143414822693,0.65,58.01869438015603,37.898890361499056,0.09,4.12,Reduce AHU,1,881.7253485146036,650.0,1.7371910097572003
980,2025-02-10 19:00:00,67.38935542421456,22.663445150515397,31.40606223240662,28.705831841831465,0.88,75.29344639531887,55.13772110962045,0.12,4.71,Maintain,2,1038.8890717178392,880.0,1.8470586744597182
981,2025-02-10 20:00:00,92.13280709209003,23.81813572778329,28.57946997391561,20.14731479788114,1.01,99.11162615616954,43.405947000124016,0.11,3.85,Increase Chiller,0,1343.2335272327073,1010.0,1.7519169076138044
982,2025-02-10 21:00:00,86.41479403616145,24.28720715760692,30.15957684248723,26.188441895479396,1.01,94.82982468139218,51.225921832568815,0.14,2.19,Reduce AHU,1,1272.901966644786,1010.0,1.7934625182976474
983,2025-02-10 22:00:00,92.22408559422216,23.309231711175705,27.80987279632421,22.967193032143296,0.98,94.92601290705028,44.38925267731077,0.13,1.03,Reduce AHU,1,1344.3562528089326,980.0,1.728973438366774
984,2025-02-10 23:00:00,65.52102717091526,21.57403294076613,24.725640153471787,24.06520681130182,0.78,65.30773644022679,50.81851477130001,0.09,0.07,Increase Chiller,0,1015.9086342022576,780.0,1.7677855800610407
985,2025-02-11 00:00:00,70.75882217224597,23.37068430781603,28.438052804383236,23.48003527630391,0.83,76.85783706139695,43.47849958656967,0.12,0.52,Eco Mode,4,1080.3335127186256,830.0,1.768281267061068
986,2025-02-11 01:00:00,34.505798620031776,19.01851629478488,21.097569870164705,21.05786794306161,0.46,29.189453352167703,45.42467450670695,0.06,2.94,Boost All,3,634.4213230263908,460.0,1.7250702069811497
987,2025-02-11 02:00:00,61.73928583592036,20.74330317049008,25.790451052505365,26.2844205741338,0.78,65.29421713591965,50.64356721392529,0.11,2.28,Maintain,2,969.3932157818205,780.0,1.8046270463848109
988,2025-02-11 03:00:00,88.37374155507686,23.56760844511144,28.84444359057912,26.37748722101773,0.98,91.76791109014952,49.58699332602699,0.14,2.38,Maintain,2,1296.9970211274454,980.0,1.755591558065501
989,2025-02-11 04:00:00,21.21216373007049,16.27294460409146,20.493969759690923,21.623956878922574,0.45,27.699626350990567,45.31612822052693,0.06,2.38,Increase Chiller,0,470.90961387986704,450.0,1.9555973943543203
990,2025-02-11 05:00:00,61.73883470052935,22.520577821222904,25.38051811427756,29.15245995612222,0.71,54.42315730268191,55.090261045224665,0.06,5.15,Eco Mode,4,969.3876668165111,710.0,1.7324211193357293
991,2025-02-11 06:00:00,64.46476243486985,22.29800846156985,28.280037432454534,24.460373182209725,0.75,66.36635097096624,44.7846998945125,0.1,0.46,Boost All,3,1002.9165779488991,750.0,1.7478189278053933
992,2025-02-11 07:00:00,58.03125138217929,19.03346492234607,24.82619720621352,24.37368627060608,0.66,54.650708037618855,43.774251234784856,0.06,0.37,Boost All,3,923.7843920008053,660.0,1.7144524260369023
993,2025-02-11 08:00:00,100.0,25.46592992013632,31.89521144248365,21.803424862438074,1.02,97.38531772518044,47.43585584674165,0.08,2.2,Maintain,2,1440.0,1020.0,1.7083333333333333
994,2025-02-11 09:00:00,100.0,25.24729782200539,29.54604515072237,21.288682102351764,1.03,100.0,46.81996606130056,0.12,2.71,Reduce AHU,1,1440.0,1030.0,1.7152777777777777
995,2025-02-11 10:00:00,84.94077700412014,22.64801068138792,27.28995365013941,25.354046708804137,0.92,81.5272458379209,52.91670948093886,0.1,1.35,Increase Chiller,0,1254.7715571506776,920.0,1.7332011908917722
996,2025-02-11 11:00:00,64.8572358622997,21.33446424971805,25.441564562997996,24.816641080177185,0.84,73.17500825358903,50.9871571249691,0.11,0.82,Boost All,3,1007.7440011062863,840.0,1.8335450263934696
997,2025-02-11 12:00:00,45.2978235801283,19.36689058598988,26.491285958642536,24.41795923782508,0.6,42.6511850771756,52.27653963775486,0.06,0.42,Increase Chiller,0,767.1632300355782,600.0,1.782102134864016
998,2025-02-11 13:00:00,35.317547560787986,16.758077023699975,22.9159828708018,26.141377679563213,0.56,36.36807953492445,52.849839978679576,0.06,2.14,Eco Mode,4,644.4058349976922,560.0,1.8690175811365917
999,2025-02-11 14:00:00,91.09211711299989,22.922794433112365,28.58299174700445,21.26205920842083,0.96,91.7976365293468,44.12871639759791,0.09,2.74,Boost All,3,1330.4330404898985,960.0,1.7215695722999362
1000,2025-02-11 15:00:00,83.20704046561113,22.75754917301857,24.295861113610098,25.925200571149205,0.87,79.45940785018477,47.48591837789779,0.09,1.93,Reduce AHU,1,1233.446597727017,870.0,1.7053406297469442
1001,2025-02-11 16:00:00,73.62981663982373,20.722008909451286,23.810783876309213,27.016964667018296,0.85,74.29634788575979,50.93861267243397,0.07,3.02,Boost All,3,1115.6467446698318,850.0,1.7618899118928113
1002,2025-02-11 17:00:00,72.20739266745801,23.602199529305334,26.788638502218426,29.593937644421292,0.93,81.56405471007709,54.64701788453135,0.08,5.59,Boost All,3,1098.1509298097335,930.0,1.8468781246318595
1003,2025-02-11 18:00:00,57.76872824023852,20.99720885354038,24.905774191524817,19.86028362604515,0.63,54.25292147079803,39.25245930996738,0.07,4.14,Maintain,2,920.5553573549338,630.0,1.6843694895331471
1004,2025-02-11 19:00:00,53.47702412074848,18.67013585154336,23.293588445474384,22.310399838541425,0.71,60.4569781371096,45.178800647409616,0.06,1.69,Eco Mode,4,867.7673966852063,710.0,1.8181916060826164
1005,2025-02-11 20:00:00,92.59480035786112,21.619458935163458,26.771526783413176,22.54609442226088,1.03,98.4540956680756,48.0524646002056,0.14,1.45,Eco Mode,4,1348.9160444016918,1030.0,1.7635760611453426
1006,2025-02-11 21:00:00,64.28353152534696,21.211973038787143,24.591183418921595,23.17591280379656,0.66,54.5065323914334,44.13910245531212,0.08,0.82,Boost All,3,1000.6874377617676,660.0,1.6595466027596175
1007,2025-02-11 22:00:00,65.66572465383405,21.26101512304405,27.92026628330588,20.89199656524906,0.66,57.46881863188455,40.311000216575245,0.06,3.11,Maintain,2,1017.6884132421587,660.0,1.6485285588516896
1008,2025-02-11 23:00:00,83.55935138115669,24.634150410299064,26.37467948087548,26.167124519948917,0.97,87.60793116979124,53.56185630920479,0.1,2.17,Increase Chiller,0,1237.7800219882272,970.0,1.7836610567052973
1009,2025-02-12 00:00:00,55.87313199440807,20.68905583780783,21.46595851605081,29.14155101806149,0.74,54.01218512694259,61.53881068222429,0.07,5.14,Reduce AHU,1,897.2395235312192,740.0,1.8247518980078143
1010,2025-02-12 01:00:00,59.61047760767759,22.600559746300267,28.377089223915227,24.11750985121533,0.78,68.67643711117374,46.52067512083882,0.07,0.12,Boost All,3,943.2088745744344,780.0,1.826964229266744
1011,2025-02-12 02:00:00,62.038479471178725,20.05032795588684,25.020915590232608,24.29439384355498,0.69,55.2505132604536,49.641589536015786,0.1,0.29,Eco Mode,4,973.0732974954983,690.0,1.709093551098284
1012,2025-02-12 03:00:00,58.52948343744335,19.345092247211767,22.569349524172864,19.085455094184173,0.67,59.72623273845933,38.70431652480161,0.1,4.91,Boost All,3,929.9126462805532,670.0,1.7204977829690276
1013,2025-02-12 04:00:00,65.42833829946848,20.893915079837743,26.60701667184726,21.50777115325778,0.76,67.04434291596728,45.6810633795706,0.08,2.49,Reduce AHU,1,1014.7685610834623,760.0,1.7489392450122347
1014,2025-02-12 05:00:00,79.49912126719504,24.09949260598899,24.09949260598899,26.78986951435898,0.94,80.8370820926629,57.953724516839856,0.11,2.79,Reduce AHU,1,1187.839191586499,940.0,1.7913529092641904
1015,2025-02-12 06:00:00,57.73828318560741,21.486016169891244,25.85621349168148,31.82574660184568,0.69,48.52245326753061,59.813325825599215,0.1,7.83,Boost All,3,920.1808831829711,690.0,1.7498525698700031
1016,2025-02-12 07:00:00,63.22438288847267,19.68847042160772,28.663267225171804,24.634004169596903,0.75,63.30591189702096,49.6613704835221,0.1,0.63,Reduce AHU,1,987.6599095282138,750.0,1.759370703178851
1017,2025-02-12 08:00:00,47.80288428623241,22.58775762970313,27.027302854123,19.10573049705453,0.56,47.589894200861295,35.28241122172964,0.07,4.89,Boost All,3,797.9754767206587,560.0,1.7017759521901135
1018,2025-02-12 09:00:00,67.45418412196501,22.88589761336547,31.4662107352855,21.283722087492627,0.79,73.45942936838843,39.97842220431079,0.08,2.72,Increase Chiller,0,1039.6864647001696,790.0,1.7598444596735463
1019,2025-02-12 10:00:00,57.40050645589324,20.368902519795515,27.86350354853145,21.722412825570192,0.76,65.48559296342509,47.3897139145364,0.08,2.28,Maintain,2,916.0262294074869,760.0,1.8296705657561692
1020,2025-02-12 11:00:00,60.29890212303584,22.219986834475822,29.28787105084236,22.35333651659645,0.78,69.85698348491746,44.78927781562006,0.1,1.65,Boost All,3,951.6764961133408,780.0,1.8196062455945168
1021,2025-02-12 12:00:00,50.3689698965157,19.069213466651227,23.45991570616781,24.738805019679173,0.61,47.088112621541455,46.85241388160422,0.07,0.74,Reduce AHU,1,829.5383297271432,610.0,1.7353487815332718
1022,2025-02-12 13:00:00,63.12201898209055,19.49387545206394,28.216013004669623,28.496194722333705,0.75,59.87542191128997,54.67281814880465,0.09,4.5,Eco Mode,4,986.4008334797138,750.0,1.7603399901379184
1023,2025-02-12 14:00:00,88.68504025612789,23.47149449217745,29.593489856211328,23.12450176232417,0.97,90.5872262820808,48.8000524014392,0.08,0.88,Boost All,3,1300.825995150373,970.0,1.7456800553004554
1024,2025-02-12 15:00:00,85.30818287471743,23.202107420512203,27.54390614996029,24.66461904611812,0.88,76.97437504433539,52.17983239222636,0.09,0.66,Boost All,3,1259.2906493590244,880.0,1.698806109969861
1025,2025-02-12 16:00:00,100.0,23.97153459935058,29.16451956232329,28.217693678075207,1.01,90.15943652615124,57.7132558233502,0.14,4.22,Maintain,2,1440.0,1010.0,1.7013888888888888
1026,2025-02-12 17:00:00,59.82087451926392,20.46733267671009,29.775483576052945,19.11448265341761,0.63,57.75119285227533,33.32381384112517,0.06,4.89,Maintain,2,945.7967565869462,630.0,1.666105054402441
1027,2025-02-12 18:00:00,60.48488719296652,20.75455765676236,24.140303237562165,24.92134750731616,0.82,70.3538363251146,51.54605797255101,0.09,0.92,Boost All,3,953.9641124734882,820.0,1.8595711193724687
1028,2025-02-12 19:00:00,66.38920751353052,21.884594134311083,24.98436584456393,19.522732027932804,0.7,65.58959253550914,35.238667252188925,0.07,4.48,Maintain,2,1026.5872524164256,700.0,1.6818709255860227
1029,2025-02-12 20:00:00,44.994338987592144,19.148721595647554,29.033802951888525,21.76098829105905,0.55,41.52487991320796,43.0437274410075,0.05,2.24,Maintain,2,763.4303695473833,550.0,1.720432434887388
1030,2025-02-12 21:00:00,57.94283417091461,20.40089845602341,23.352591485607658,23.511466663221245,0.66,51.20665091175376,51.03232832256485,0.06,0.49,Maintain,2,922.6968603022497,660.0,1.7152945115514997
1031,2025-02-12 22:00:00,63.93853323682994,21.147851874817786,26.117540374030384,27.521538583757568,0.77,59.70257391436851,57.50978822589517,0.07,3.52,Boost All,3,996.4439588130083,770.0,1.7727479234429253
1032,2025-02-12 23:00:00,72.40924195187125,21.505892443838857,25.94918863418067,21.792313055068323,0.81,73.82551898940591,44.48789212314341,0.12,2.21,Reduce AHU,1,1100.6336760080164,810.0,1.7359396842534014
1033,2025-02-13 00:00:00,54.31086258680895,22.21206631298803,25.349664615896117,23.731325966300933,0.68,53.90033027182212,50.30047782497849,0.1,0.27,Maintain,2,878.0236098177501,680.0,1.7744666457672438
1034,2025-02-13 01:00:00,79.06413323289928,21.98248953080756,26.276875791440176,28.90232574772548,0.99,85.54945435031232,60.630090547332046,0.1,4.9,Reduce AHU,1,1182.488838764661,990.0,1.8372172045482027
1035,2025-02-13 02:00:00,40.98022293518211,18.42069757666076,25.33793044665866,26.06580304084868,0.66,46.87867585399865,57.09207190052442,0.09,2.07,Boost All,3,714.05674210274,660.0,1.9242962933960193
1036,2025-02-13 03:00:00,76.96594835236523,22.816033325783117,29.522819886798207,18.0,0.85,82.9394658385888,36.75409470473461,0.11,6.0,Boost All,3,1156.6811647340924,850.0,1.7348611059949308
1037,2025-02-13 04:00:00,76.67081764301534,23.88178159017541,31.896522399032747,24.86124713651828,0.92,85.09349860825354,48.28248125121214,0.13,0.86,Increase Chiller,0,1153.0510570090887,920.0,1.797883141780727
1038,2025-02-13 05:00:00,100.0,24.477103897905103,28.88855440134512,23.91787345295001,0.98,91.72270766496874,48.86533373004349,0.12,0.08,Boost All,3,1440.0,980.0,1.6805555555555556
1039,2025-02-13 06:00:00,45.738839272775664,18.97156275236964,21.402177716183168,20.3704633488222,0.49,38.537795503428654,37.11997952440635,0.05,3.63,Increase Chiller,0,772.5877230551407,490.0,1.634232185391623
1040,2025-02-13 07:00:00,71.9528398835213,23.197126592945622,23.30108204193817,23.292273917311032,0.73,62.90988730651903,44.59679193018445,0.07,0.71,Boost All,3,1095.019930567312,730.0,1.6666545325999673
1041,2025-02-13 08:00:00,56.74281784696201,21.53244437266997,26.523269899980853,28.692140061333653,0.8,64.80018173163184,57.18153530003761,0.07,4.69,Reduce AHU,1,907.9366595176327,800.0,1.8811187340150168
1042,2025-02-13 09:00:00,76.78414317912427,23.837070653033926,26.70416153430688,19.48515181050052,0.79,74.47409032775884,39.124021207652746,0.08,4.51,Maintain,2,1154.4449611032287,790.0,1.6843115320500406
1043,2025-02-13 10:00:00,34.26013630944233,17.337978467141777,22.97407040235312,23.387496227711363,0.46,27.60978836603698,47.656488424539255,0.07,0.61,Increase Chiller,0,631.3996766061407,460.0,1.72854012607761
1044,2025-02-13 11:00:00,85.0259967442529,23.91363035341273,27.165202416906997,20.077152611058217,0.83,80.78312684214224,36.567844567055786,0.11,3.92,Reduce AHU,1,1255.8197599543107,830.0,1.66092287003845
1045,2025-02-13 12:00:00,79.37427540579066,21.62443488713845,26.666793158378447,21.712014675069558,0.93,86.69672910193508,46.593164468375136,0.1,2.29,Increase Chiller,0,1186.303587491225,930.0,1.783947726202825
1046,2025-02-13 13:00:00,100.0,25.586244901791204,31.56827963365346,20.999574199398207,1.02,100.0,44.04536134148972,0.1,3.0,Boost All,3,1440.0,1020.0,1.7083333333333333
1047,2025-02-13 14:00:00,49.91933414246942,20.263762693951467,25.742356570819013,27.33353968151676,0.63,43.29456398572647,56.15617289932996,0.05,3.33,Maintain,2,824.0078099523738,630.0,1.7645558602610976
1048,2025-02-13 15:00:00,66.24158721295167,23.04461592730569,30.98756204662557,26.14635270956167,0.79,63.37866643860179,55.92801380184022,0.11,2.15,Reduce AHU,1,1024.7715227193055,790.0,1.7709035453128885
1049,2025-02-13 16:00:00,45.9274045468307,19.642467943392028,21.95480768764689,26.94889133190684,0.61,41.00808100740372,55.7104995600334,0.05,2.95,Increase Chiller,0,774.9070759260177,610.0,1.7871911600123755
1050,2025-02-13 17:00:00,75.10553112980739,21.5426895565926,24.68732161013418,25.105214385565564,0.8,70.81611339453386,47.51071358003487,0.11,1.11,Increase Chiller,0,1133.798032896631,800.0,1.7055930393142043
1051,2025-02-13 18:00:00,63.199106992349954,21.481769878887885,26.86374144786297,24.900367075128194,0.66,53.575194969624505,45.81410530172935,0.07,0.9,Boost All,3,987.3490160059044,660.0,1.668456634179755
1052,2025-02-13 19:00:00,80.72284875670931,21.88728426193249,29.147413858963557,21.29874815568726,0.87,80.0068270943951,45.181162107080745,0.13,2.7,Reduce AHU,1,1202.8910397075247,870.0,1.7232575281394855
1053,2025-02-13 20:00:00,78.69629582405986,21.90640228678005,25.526673384806053,26.338018892235425,0.83,73.03183470204576,48.684973444304696,0.1,2.34,Reduce AHU,1,1177.9644386359364,830.0,1.7046053113123911
1054,2025-02-13 21:00:00,56.14603689966094,19.615226572529924,27.449014557070814,25.877041159342436,0.74,57.38322779792928,56.34357955609683,0.06,1.88,Boost All,3,900.5962538658296,740.0,1.8216778571124779
1055,2025-02-13 22:00:00,81.39112882969512,22.698824351849204,29.413728843631525,19.317898883259502,0.86,83.1321341056106,39.58614594627112,0.09,4.68,Eco Mode,4,1211.11088460525,860.0,1.7100918759229127
1056,2025-02-13 23:00:00,56.27792587734541,20.2232437971352,27.666511330478137,24.886726795341808,0.63,50.10199434786716,45.10460665701768,0.05,0.89,Maintain,2,902.2184882913485,630.0,1.6982787519607527
1057,2025-02-14 00:00:00,78.27297159472579,24.33474433768376,28.25315925567366,26.61056613818823,0.96,86.14773192002579,54.78069496519456,0.12,2.61,Increase Chiller,0,1172.7575506151272,960.0,1.818583516683791
1058,2025-02-14 01:00:00,68.21507540894576,21.43712402921784,25.765591517258933,26.76962360466069,0.76,61.62406581218174,54.333593578520606,0.07,2.77,Maintain,2,1049.045427530033,760.0,1.7244681498583072
1059,2025-02-14 02:00:00,69.13687364157121,23.561150804817625,30.133263716070985,18.0,0.75,68.92992542829964,38.95533170266286,0.1,6.0,Maintain,2,1060.383545791326,750.0,1.707291246621808
1060,2025-02-14 03:00:00,87.40739050677797,23.798799499827272,29.486764186347663,24.40095907400855,0.89,78.97964316211558,52.03025245048259,0.11,0.4,Increase Chiller,0,1285.110903233369,890.0,1.6925472328969733
1061,2025-02-14 04:00:00,57.51233610571636,20.350810720971975,23.128715183258898,24.778134108545814,0.69,54.09021255454081,52.01717365738147,0.06,0.78,Reduce AHU,1,917.4017341003112,690.0,1.752124150579111
1062,2025-02-14 05:00:00,30.71281387096414,17.941132427122383,22.332413749463065,21.244352635311085,0.41,25.671798986243004,41.54757491644155,0.05,2.76,Reduce AHU,1,587.7676106128589,410.0,1.6975545991254901
1063,2025-02-14 06:00:00,46.29101079079088,19.639791147235798,22.173663445384182,25.97498840703962,0.59,42.30601198905396,51.2651450880954,0.07,1.97,Boost All,3,779.3794327267278,590.0,1.7570125348776948
1064,2025-02-14 07:00:00,76.61994143080108,21.777083529437604,25.16119996144552,25.009033793401905,0.79,68.21711984379493,49.0702449104283,0.08,1.01,Maintain,2,1152.4252795988532,790.0,1.6855108213827021
1065,2025-02-14 08:00:00,74.51345817471558,23.501454402814662,28.01565202981241,27.33773505608565,0.94,82.62713611557363,56.148436365222175,0.08,3.34,Reduce AHU,1,1126.5155355490017,940.0,1.8344314573006715
1066,2025-02-14 09:00:00,51.70421822319451,19.119401113598347,26.0057685645942,24.15554196209689,0.57,42.36313463641787,45.446388625881134,0.05,0.16,Boost All,3,845.9618841452925,570.0,1.6737892222838062
1067,2025-02-14 10:00:00,83.27078232810241,23.40111359797989,28.752046516900595,24.53651760154787,0.97,92.4500973499936,46.66992675984117,0.09,0.54,Reduce AHU,1,1234.2306226356598,970.0,1.7859147084915103
1068,2025-02-14 11:00:00,52.0549957825077,20.412077362845885,23.88201662381842,28.64241913029889,0.74,56.68552327307871,57.53744629274968,0.08,4.64,Increase Chiller,0,850.2764481248448,740.0,1.8703051832518203
1069,2025-02-14 12:00:00,51.99131596196132,21.72756324427548,25.30386359759998,27.70315610140653,0.77,58.72868962810364,60.1465597162441,0.09,3.7,Eco Mode,4,849.4931863321242,770.0,1.9064228087863144
1070,2025-02-14 13:00:00,48.63252664059167,19.464931354258205,23.89154687040051,21.23221588113069,0.57,45.56568838789668,41.91935941135562,0.06,2.77,Reduce AHU,1,808.1800776792776,570.0,1.7052883580560145
1071,2025-02-14 14:00:00,70.37668412011112,22.965061836697107,29.46510123118224,22.188734940924864,0.86,79.17185121849795,45.66889246139243,0.13,1.81,Reduce AHU,1,1075.6332146773668,860.0,1.799529047880838
1072,2025-02-14 15:00:00,55.96447210733605,21.376168723748417,27.569959146900644,27.55095583271264,0.81,65.31566031029234,58.16776811919638,0.12,3.55,Boost All,3,898.3630069202334,810.0,1.9016399760012834
1073,2025-02-14 16:00:00,74.634499492708,22.270799568614457,26.718875442585933,19.152750212007405,0.87,81.4503972601301,43.11129034831743,0.08,4.85,Boost All,3,1128.0043437603085,870.0,1.771273625684608
1074,2025-02-14 17:00:00,40.65049442026746,18.589356298413666,20.78161176146766,23.568446291093508,0.52,33.61150932561392,50.79313407609009,0.05,0.43,Maintain,2,710.0010813692898,520.0,1.7323932507217332
1075,2025-02-14 18:00:00,84.95785562734821,22.526321201844297,31.537497060099227,24.317577473821903,0.9,79.4498201081634,52.89504714244118,0.09,0.32,Maintain,2,1254.981624216383,900.0,1.7171419745384437
1076,2025-02-14 19:00:00,82.51644116450467,21.53790802525372,21.73700729178708,22.660355475870144,0.93,88.95265226159526,43.39026312290605,0.12,1.34,Increase Chiller,0,1224.9522263234076,930.0,1.7592132819671815
1077,2025-02-14 20:00:00,54.484287295229336,20.84046245216016,25.98920721302472,24.58076369016497,0.62,48.93642552015185,44.70494811356483,0.07,0.58,Reduce AHU,1,880.1567337313209,620.0,1.7044199927569526
1078,2025-02-14 21:00:00,55.854199140513366,21.58320324332172,28.942261820534164,30.51436416020445,0.76,54.36687652546627,65.54977514124177,0.07,6.51,Maintain,2,897.0066494283143,760.0,1.8472623926303866
1079,2025-02-14 22:00:00,76.67795176239287,23.14181051801188,26.622069898703455,23.499540285469216,0.79,71.42422080100518,43.02449238107594,0.09,0.5,Increase Chiller,0,1153.1388066774323,790.0,1.6850866482208215
1080,2025-02-14 23:00:00,79.48503352501285,21.74490485043119,28.555232030606945,19.37739106341484,0.9,87.3316360378396,39.67360040854656,0.1,4.62,Reduce AHU,1,1187.665912357658,900.0,1.7577888618638495
1081,2025-02-15 00:00:00,44.3625900157802,18.543069358582976,24.45547083919781,25.91701288317515,0.54,34.496182617047154,52.07592638423067,0.07,1.92,Maintain,2,755.6598571940965,540.0,1.7146072334781934
